"","year","asylum","border","borders","canada","citizen","citizens","citizenship","cross","crossing","cuba","customs","deport","deportation","deportations","deported","detain","detained","documented","emigration","ethnic","foreign","foreigner","hispanic","illegal","immigrant","immigrants","immigrate","immigration","labor","laborers","latin","latino","mexican","mexico","migrant","migrants","minorities","minority","naturalization","naturalized","racial","racism","racist","refugee","refugees","separate","separated","undocumented","immigration_total","percent_immigration","afghanistan","afraid","army","battle","combat","conflict","cyber","cybersecurity","enemies","enemy","fear","fears","fight","fights","force","fought","genocide","iran","iraq","isis","israel","jihad","korea","marine","marines","militant","military","missile","missiles","navy","nuclear","proxy","qaeda","russia","soldier","soldiers","soviet","struggle","taliban","terror","terrorism","terrorist","terrorists","threat","threaten","threatens","threats","trench","trenches","troop","troops","ussr","vietnam","war","warfare","wars","wartime","war_total","percent_war","billionaire","billionaires","cash","class","consumer","consumers","crash","crashes","debt","demand","downturn","economic","economics","economy","employment","exchange","finance","financial","gdp","goods","growth","inflation","job","jobs","loan","loans","market","markets","millionaire","millionaires","paycheck","paychecks","pension","pensions","pocketbook","poor","poverty","price","prices","recession","retire","retirement","rich","saving","stock","stocks","tax","taxes","trade","unemployed","unemployment","economy_total","percent_economy","president","party","against","american","change","child","crisis","faith","family","great","hope","together","unite","interesting_total","percent_interesting"
"182",1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0.201663726,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,20,0,1,1,44,1.109150492,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,0,3,0,0,2,1,4,5,3,0,0,4,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,10,5,1,0,2,59,1.487269977,"Nixon","Republican",0,16,6,1,1,3,1,18,6,4,3,59,1.487269977
"183",1973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.362537764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0.483383686,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0,0,28,1.6918429,"Nixon","Republican",1,13,2,1,0,1,1,6,2,6,1,34,2.054380665
"184",1974,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.155219247,0,0,0,1,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,5,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,26,0,1,0,66,1.280558789,0,0,0,0,1,1,0,0,0,0,0,3,0,3,0,1,0,0,0,0,2,3,6,4,1,1,2,2,0,0,0,0,0,0,0,1,0,5,2,3,0,0,1,0,0,0,6,2,4,0,0,54,1.047729919,"Nixon","Republican",7,33,4,4,5,0,1,18,2,7,12,93,1.804423749
"185",1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0.219351694,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,6,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,0,0,33,0.804289544,0,0,1,0,1,0,0,0,1,1,0,13,0,4,0,0,0,0,0,0,8,8,6,5,0,0,1,1,0,0,0,0,0,0,0,1,0,9,4,1,1,1,0,0,0,0,29,10,2,1,0,109,2.656592737,"Ford","Republican",1,12,3,0,4,0,3,7,3,1,7,41,0.999268828
"186",1976,0,0,0,0,8,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0.565542315,0,0,0,0,0,4,0,0,1,0,4,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,52,1.05029287,0,0,1,0,2,1,0,0,0,1,0,3,0,14,5,0,1,1,0,0,10,7,18,11,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,3,1,1,1,1,0,19,4,0,1,4,127,2.565138356,"Ford","Republican",2,32,5,4,0,0,7,16,4,1,7,78,1.575439305
"187",1977,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23,0.495689655,0,0,0,2,0,2,0,0,0,0,1,0,1,0,12,0,0,0,0,0,1,0,1,2,0,0,3,2,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,18,1,1,0,62,1.336206897,0,0,0,0,1,0,0,0,0,0,0,9,0,5,1,0,0,1,0,0,4,4,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,0,0,2,0,2,0,7,1,2,1,1,68,1.465517241,"Ford","Republican",2,17,3,4,0,1,0,12,2,3,9,53,1.142241379
"188",1978,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,28,0.611353712,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,16,0,1,0,47,1.026200873,0,0,0,0,2,1,0,0,0,3,0,15,0,11,8,0,0,0,0,0,6,17,14,10,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,0,0,1,0,0,18,3,6,1,6,138,3.013100437,"Carter","Democratic",3,23,0,2,5,4,1,12,3,11,8,72,1.572052402
"189",1979,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.339192106,0,1,0,0,1,1,0,0,1,0,1,0,4,0,11,0,0,1,0,0,3,0,0,2,2,0,3,1,1,0,13,0,0,0,0,0,6,1,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,10,0,1,0,74,2.281837805,0,0,0,0,0,0,0,0,0,1,0,6,0,8,2,0,1,1,0,0,1,15,6,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,1,0,0,1,0,0,1,0,3,1,2,63,1.942645698,"Carter","Democratic",6,30,5,5,0,5,1,4,3,5,7,71,2.189330866
"190",1980,0,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0.412249706,8,0,0,0,0,3,0,0,0,0,1,0,1,0,12,0,0,6,0,1,5,0,1,0,0,0,13,1,0,0,6,0,0,0,0,0,32,2,0,2,2,0,0,10,3,0,1,0,0,4,4,0,0,8,0,1,0,127,3.739693757,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,1,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,1,0,0,37,1.089517079,"Carter","Democratic",3,7,5,0,1,0,0,8,3,7,13,47,1.383981154
"191",1981,2,3,1,0,25,22,0,8,0,8,0,0,0,0,0,0,0,2,0,1,29,0,2,4,1,1,0,8,10,0,11,0,3,8,1,1,7,14,0,0,1,0,0,29,14,3,0,0,219,0.652484805,18,0,3,2,6,10,0,0,0,0,1,0,5,0,83,1,0,15,5,5,13,0,3,6,2,0,29,6,3,3,45,0,0,0,0,0,63,5,0,1,1,0,0,32,16,3,4,0,0,1,1,0,10,68,1,2,0,472,1.406268621,0,0,5,2,15,8,0,0,2,8,1,92,0,35,32,3,3,21,0,4,29,23,28,18,12,4,25,8,0,0,0,0,3,0,0,10,4,37,20,4,6,5,3,5,5,0,27,0,27,5,7,546,1.626742939,"Carter","Democratic",18,74,29,23,5,1,4,37,24,19,73,307,0.91467048
"192",1982,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0.30798845,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,45,0.866217517,0,0,0,0,0,0,1,0,1,1,0,12,0,8,7,0,1,2,0,0,10,10,8,7,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,6,0,0,29,9,1,2,7,133,2.560153994,"Reagan","Republican",4,26,5,6,0,4,0,3,4,15,0,67,1.289701636
"193",1983,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.32304379,0,0,0,0,0,1,1,0,0,0,4,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,14,0,0,0,57,1.022972003,0,0,0,3,1,0,0,0,4,1,0,18,0,7,8,0,0,2,0,2,11,12,15,8,1,0,5,2,0,0,0,0,2,1,0,0,0,2,1,2,2,1,1,5,0,0,14,1,10,3,5,150,2.692031587,"Reagan","Republican",3,35,7,11,1,0,1,5,8,10,5,86,1.543431443
"194",1984,0,0,0,1,4,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,17,0.341845968,0,1,0,0,1,0,0,0,0,1,2,1,0,0,11,3,0,0,0,1,0,0,0,1,1,0,3,0,0,0,3,0,0,0,1,1,4,5,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,63,1.266840941,0,0,0,0,1,1,3,0,1,1,0,11,0,5,1,0,0,0,0,0,8,6,5,4,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,21,7,2,0,1,90,1.809772773,"Reagan","Republican",5,16,2,14,1,8,7,18,15,10,3,99,1.99075005
"195",1985,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0.329411765,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,5,0,0,0,0,0,4,2,0,1,0,1,1,3,2,0,0,0,0,0,0,0,2,13,0,0,0,47,1.105882353,0,0,0,3,1,1,0,0,0,0,0,7,0,14,2,0,0,2,0,0,14,1,10,8,0,0,3,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,2,0,0,23,2,6,1,1,110,2.588235294,"Reagan","Republican",3,19,6,9,0,6,4,19,8,7,4,85,2
"196",1986,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.142571999,1,0,0,0,0,1,0,0,0,0,1,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,11,0,0,0,42,1.19760479,0,0,0,1,0,0,0,0,0,1,0,5,0,3,1,1,0,2,0,0,5,1,2,2,0,0,2,2,0,0,2,0,0,0,0,2,2,2,2,0,0,0,2,1,0,0,12,3,3,0,0,59,1.682349587,"Reagan","Republican",5,15,1,10,1,5,12,13,6,6,4,78,2.224123182
"197",1987,0,1,1,1,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.447015514,3,0,0,1,1,1,0,0,0,0,3,1,3,0,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,1,9,0,0,0,51,1.341046542,0,0,0,2,0,0,0,0,0,1,0,3,0,1,1,1,0,1,0,0,1,1,4,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,0,1,37,0.972916119,"Reagan","Republican",3,16,3,7,0,0,1,6,3,4,6,49,1.288456482
"198",1988,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0.226570546,2,0,1,1,0,0,0,0,0,0,2,1,6,0,6,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,3,0,2,0,0,0,4,2,1,0,0,0,1,1,0,0,14,0,1,0,62,1.277033986,0,0,0,1,0,0,0,0,1,1,0,10,0,3,2,1,0,1,0,0,6,2,5,4,0,0,2,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,2,0,0,0,1,0,7,0,0,59,1.215242019,"Reagan","Republican",4,24,4,8,2,0,16,11,9,6,4,88,1.812564367
"199",1989,0,1,1,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.290396183,0,1,0,0,0,1,0,0,0,0,1,1,1,0,11,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,15,0,0,0,52,1.078614395,0,0,0,1,0,0,0,0,0,3,0,8,0,0,1,0,1,1,0,0,8,3,5,2,0,0,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,9,4,0,0,1,60,1.244555072,"Bush","Republican",6,16,6,10,3,2,1,13,11,3,1,72,1.493466086
"200",1990,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.318302387,0,1,3,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8,0,1,0,36,0.954907162,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,1,0,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,25,0.663129973,"Bush","Republican",1,23,12,15,0,2,5,9,10,2,3,82,2.175066313
"201",1991,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.239043825,0,0,0,1,1,3,0,0,0,0,1,0,5,0,11,0,0,0,6,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,5,9,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,76,2.018592297,0,0,0,0,0,0,0,0,1,1,0,7,0,3,1,0,1,2,0,0,8,3,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,3,0,0,55,1.460823373,"Bush","Republican",3,25,1,7,0,0,1,5,2,5,12,61,1.620185923
"202",1992,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.084781687,0,2,1,1,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,1,8,6,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,12,0,0,0,51,1.080966511,0,0,0,1,0,0,0,0,0,1,0,5,0,9,3,0,1,0,0,0,8,2,11,8,2,2,3,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,0,0,21,4,4,0,2,96,2.034760492,"Bush","Republican",0,22,14,11,0,1,8,4,2,9,2,73,1.547265791
"203",1993,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.156985871,0,0,0,0,1,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,26,0.371057514,0,0,0,2,2,1,0,0,10,5,0,13,0,12,2,0,2,2,0,0,10,1,25,24,7,5,3,2,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,5,0,0,33,6,6,1,1,187,2.668759812,"Clinton","Democratic",4,42,16,21,1,1,3,9,6,7,5,115,1.641215927
"204",1994,0,1,1,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,15,0.202702703,0,1,0,0,0,1,0,0,0,0,2,0,3,0,10,0,0,0,0,3,0,0,1,0,0,0,4,1,1,0,4,0,0,7,0,0,2,0,0,2,0,1,1,2,0,0,2,0,0,1,1,0,0,8,0,0,0,58,0.783783784,0,0,0,8,0,0,0,0,1,2,0,9,1,5,6,0,5,1,0,1,3,2,30,20,2,2,4,2,0,0,0,0,0,0,0,1,3,2,1,0,1,0,5,2,0,0,13,5,4,0,4,145,1.959459459,"Clinton","Democratic",4,42,9,23,3,0,12,3,9,8,4,117,1.581081081
"205",1995,0,5,4,0,22,22,4,3,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,6,3,3,0,2,0,0,3,0,1,4,3,3,0,2,0,0,0,0,0,0,0,0,0,0,95,1.039046265,0,0,0,0,2,0,0,0,1,1,2,1,3,0,9,1,0,0,0,1,2,0,2,1,0,0,3,2,1,0,5,0,0,3,1,0,0,3,0,7,1,5,3,4,2,0,0,0,0,1,1,0,0,18,0,0,0,86,0.940610303,0,0,0,13,1,1,0,0,1,3,0,5,0,13,1,0,0,2,0,0,3,2,19,12,5,2,2,1,0,0,0,0,0,0,0,3,1,2,2,0,2,2,1,2,0,0,20,5,3,0,1,130,1.421852784,"Clinton","Democratic",5,40,12,25,1,2,6,9,7,17,5,129,1.410915454
"206",1996,0,3,2,0,11,10,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,3,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,2,1,1,0,60,0.954957823,0,0,0,1,0,1,0,0,0,0,1,0,6,0,10,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,5,0,0,3,0,0,0,0,0,3,2,1,1,4,0,0,3,0,0,2,2,0,2,11,0,0,0,65,1.034537641,0,0,0,4,0,0,0,0,1,0,0,3,0,5,1,0,0,0,0,0,0,1,15,8,3,1,4,1,0,0,0,0,8,3,0,2,2,0,0,0,1,1,6,3,1,0,11,3,1,1,1,91,1.448352698,"Clinton","Democratic",5,49,2,45,0,2,9,5,3,18,5,143,2.275982811
"207",1997,0,0,0,0,11,7,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,4,0,0,1,0,2,0,0,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,52,0.771284485,0,0,2,0,0,4,0,0,0,2,0,0,5,0,11,1,0,0,0,2,0,0,3,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,3,1,1,1,4,1,1,1,0,0,2,2,0,1,13,0,1,0,70,1.038267576,0,0,0,5,0,0,0,0,1,2,0,4,1,11,1,0,3,1,0,1,2,0,14,7,1,1,4,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,10,4,5,0,1,86,1.27558588,"Clinton","Democratic",2,38,5,37,2,2,7,10,3,13,4,123,1.824384456
"208",1998,0,2,1,0,9,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0.549224221,0,1,2,1,2,0,1,0,0,2,1,1,3,0,5,0,0,0,2,2,0,0,2,0,0,0,2,1,1,0,4,0,0,1,2,2,0,1,0,3,0,2,2,4,1,0,1,0,0,3,3,0,1,12,0,0,0,71,0.974872992,0,0,0,9,2,1,0,0,1,1,0,3,0,11,2,0,2,1,0,3,2,1,16,10,2,2,10,4,0,0,1,1,0,0,0,4,0,3,0,1,2,0,1,2,0,0,16,0,8,0,1,123,1.688864479,"Clinton","Democratic",7,38,9,44,2,1,9,8,8,12,7,145,1.9909378
"209",1999,0,0,0,0,3,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,3,0,0,0,0,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,28,0.374732334,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,5,3,2,0,2,0,0,0,1,2,2,0,5,0,0,2,0,0,1,1,0,6,2,1,1,5,2,0,2,0,0,3,3,0,0,13,0,1,0,75,1.003747323,0,0,0,4,0,0,0,0,2,1,0,5,0,10,2,0,1,3,0,0,3,1,9,4,3,1,4,4,0,0,0,0,3,1,0,3,2,1,1,2,3,2,0,11,0,0,11,1,11,0,1,110,1.472162741,"Clinton","Democratic",0,48,5,29,3,0,6,8,10,8,3,120,1.605995717
"210",2000,0,1,1,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,30,0.406118857,0,0,0,1,1,2,0,0,0,1,0,0,6,0,10,0,0,1,1,1,0,0,1,0,0,0,1,3,0,0,4,0,0,7,2,2,1,0,0,3,0,1,1,7,4,0,2,0,0,1,1,0,0,29,0,0,0,94,1.272505753,0,0,0,10,0,0,0,0,8,3,0,12,1,9,4,0,1,1,0,0,7,0,11,5,2,1,10,10,0,0,3,0,1,0,0,4,10,2,2,0,5,4,2,5,0,0,20,0,7,0,3,163,2.206579125,"Clinton","Democratic",4,46,6,52,1,3,7,14,4,7,2,146,1.976445106
"211",2001,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0.295790671,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,4,1,0,3,0,0,0,0,0,0,6,0,0,0,35,0.796359499,0,0,0,0,0,0,0,0,9,3,0,3,0,3,0,0,2,1,0,2,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,1,1,2,2,0,7,5,0,3,0,0,32,7,4,0,0,98,2.229806598,"Bush","Republican",2,13,2,18,1,4,4,11,7,6,2,70,1.592718999
"212",2002,0,3,1,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0.706066946,13,0,0,1,1,1,0,0,4,2,2,1,7,0,6,0,0,2,2,2,0,1,1,1,0,0,4,2,1,1,3,0,0,1,2,2,0,0,0,36,3,20,10,7,5,0,1,0,0,3,3,0,0,16,0,0,0,167,4.367154812,0,0,0,1,0,0,0,0,1,1,0,3,0,4,2,0,0,1,0,1,1,0,13,11,0,0,2,2,0,0,1,0,1,0,0,0,1,3,0,3,5,3,1,0,0,0,7,0,4,0,2,74,1.935146444,"Bush","Republican",4,23,2,9,2,1,0,10,5,5,6,67,1.75209205
"213",2003,0,1,1,0,10,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,0.614296351,3,0,0,1,0,0,0,0,1,3,2,0,7,1,6,0,0,3,22,1,1,0,7,0,0,0,3,3,1,0,12,0,0,1,0,0,1,2,0,22,3,13,7,17,2,1,5,0,0,2,2,0,0,19,1,0,0,175,3.257632167,0,0,0,1,0,0,0,0,0,2,0,3,0,10,1,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1,2,0,1,0,13,3,0,0,1,53,0.986597171,"Bush","Republican",10,31,3,10,1,4,2,11,4,3,15,94,1.74981385
"214",2004,0,2,1,0,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.541481338,5,0,1,1,1,0,0,0,4,0,1,0,2,0,10,0,0,1,24,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,20,1,14,10,7,1,0,4,0,0,5,5,0,0,20,0,0,0,147,2.842777026,0,0,0,0,1,1,0,0,0,4,0,3,0,14,0,0,0,0,0,0,7,1,13,6,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5,1,0,21,9,2,0,0,97,1.875846065,"Bush","Republican",7,27,3,22,0,6,0,14,2,5,10,96,1.856507445
"215",2005,0,3,0,0,7,6,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,26,0.514953456,3,1,0,1,0,0,0,0,3,1,2,0,6,0,8,0,0,3,27,0,2,0,1,2,0,0,4,0,0,0,3,0,0,0,1,1,0,0,0,27,1,12,11,2,0,0,0,0,0,1,1,0,0,13,0,0,0,137,2.713408596,0,0,0,1,0,0,0,0,0,1,0,3,0,11,0,0,0,1,0,0,2,1,7,4,0,0,2,1,0,0,2,1,0,0,0,1,0,1,1,1,17,12,1,2,1,0,11,4,0,0,0,89,1.762725292,"Bush","Republican",3,18,5,15,0,3,1,14,5,4,6,74,1.46563676
